,log2FoldChange,padj,baseMean,name
ENSG00000066697,-0.198354283,0.56331456,212.3275703,
ENSG00000232480,-0.198437536,NA,0.327719963,
ENSG00000271005,-0.198437536,NA,0.327719963,
ENSG00000135521,-0.198443663,0.50948484,1059.216193,
ENSG00000176244,-0.198553983,0.848094065,7.601127716,
ENSG00000103199,-0.198680428,0.577051768,244.0777171,
ENSG00000235251,-0.199114094,0.924930827,1.205966164,
ENSG00000182162,-0.199170422,0.772480023,5274.493402,
ENSG00000223476,-0.199219211,0.895225602,5.002304541,
ENSG00000200473,-0.199350258,NA,0.212155208,
ENSG00000256579,-0.199350258,NA,0.212155208,
ENSG00000270072,-0.199350258,NA,0.212155208,
ENSG00000272647,-0.199350258,NA,0.212155208,
ENSG00000230107,-0.199576135,0.905286256,7.127379813,
ENSG00000231569,-0.199585771,NA,0.313042376,
ENSG00000236184,-0.199595715,0.852212948,9.841985682,
ENSG00000253058,-0.199597998,NA,0.202680663,
ENSG00000267504,-0.199597998,NA,0.202680663,
ENSG00000268857,-0.199597998,NA,0.202680663,
ENSG00000232341,-0.19977252,0.859424245,4.92637228,
ENSG00000118217,-0.199797646,0.695865998,1950.842638,
ENSG00000270084,-0.200014523,0.797382428,9.767465002,
ENSG00000210151,-0.200025721,0.907830713,2.667264552,
ENSG00000178904,-0.200089944,0.567834285,926.1208809,
ENSG00000143786,-0.20011056,0.833632512,17.28262383,
ENSG00000213539,-0.200425241,0.927807845,0.736092222,
ENSG00000179564,-0.200649033,0.919299325,0.812136821,
ENSG00000253924,-0.200770713,0.90026609,2.580896379,
ENSG00000204435,-0.201407555,0.421146386,279.9413589,
ENSG00000253618,-0.201942289,0.902776749,3.037728423,
ENSG00000160013,-0.201994861,0.899845762,3.275214603,
ENSG00000203483,-0.20202663,NA,0.303822148,
ENSG00000236794,-0.20202663,NA,0.303822148,
ENSG00000263326,-0.202215294,0.914652692,1.609341886,
ENSG00000204469,-0.202808858,0.704506955,8686.759072,
ENSG00000075856,-0.202950708,0.571672275,2676.354601,
ENSG00000214226,-0.20300452,0.741731876,30.19029611,
ENSG00000123737,-0.203067155,0.362114296,1339.584318,
ENSG00000136059,-0.203134288,0.664416434,360.391984,
ENSG00000123595,-0.203522012,0.645564156,680.9203223,
ENSG00000166963,-0.203606013,0.847467331,7.606034681,
ENSG00000257433,-0.203685174,0.826747763,90.9912102,
ENSG00000124374,-0.203689209,0.737676423,226.3993371,
ENSG00000123338,-0.204315468,0.65349645,4189.273265,
ENSG00000114503,-0.204486084,0.436287857,1989.792674,
ENSG00000183696,-0.204536191,0.757631257,205.0941152,
ENSG00000107864,-0.204549128,0.634142932,294.8446059,
ENSG00000238137,-0.204557546,0.923021081,0.630388659,
ENSG00000134077,-0.204709121,0.379702706,1382.827293,
ENSG00000250794,-0.204745566,0.926450117,0.666163826,
ENSG00000112763,-0.204904289,0.56861333,883.1478006,
ENSG00000148362,-0.204916399,0.665507237,282.0406037,
ENSG00000185990,-0.205100615,0.681815249,356.3676163,
ENSG00000003509,-0.205254666,0.582379196,398.7262209,
ENSG00000140157,-0.205309311,0.560975874,2815.97628,
ENSG00000221792,-0.205516852,0.922959145,0.981849322,
ENSG00000270863,-0.205570178,0.904842851,1.645463446,
ENSG00000198444,-0.205780583,0.680069899,355.5758625,
ENSG00000228600,-0.205918254,0.891034947,12.9566272,
ENSG00000258947,-0.205925601,0.884958249,2.457287372,
ENSG00000173272,-0.205996122,0.632021173,731.2273374,
ENSG00000211513,-0.206019232,0.839644485,7.033238294,
ENSG00000162736,-0.20626889,0.64532071,2659.169353,
ENSG00000243477,-0.206297371,0.62296851,179.3471137,
ENSG00000213063,-0.206608604,0.912823783,1.010403238,
ENSG00000170049,-0.206885311,0.804255157,38.89066354,
ENSG00000168234,-0.207401483,0.700065925,214.7652518,
ENSG00000197780,-0.20762289,0.517293859,608.6704641,
ENSG00000235111,-0.207766299,0.81295577,11.67543271,
ENSG00000092330,-0.207887154,0.5236065,2130.292476,
ENSG00000196502,-0.207966092,0.708847377,138.6151495,
ENSG00000166454,-0.208020943,0.627251815,2391.719543,
ENSG00000224871,-0.208025308,0.920231082,1.014446378,
ENSG00000237575,-0.208134808,0.854556494,8.290059387,
ENSG00000153666,-0.208366052,0.7843231,44.98643694,
ENSG00000189266,-0.208539003,0.406681827,4237.820349,
ENSG00000164096,-0.20887476,0.623744813,2655.607766,
ENSG00000224863,-0.209471925,NA,0.212226081,
ENSG00000259696,-0.209663849,NA,0.275445694,
ENSG00000162613,-0.210173038,0.399680277,4368.360203,
ENSG00000226337,-0.210311271,NA,0.311563777,
ENSG00000231206,-0.210461142,NA,0.414237439,
ENSG00000125676,-0.210711544,0.399680277,2311.208012,
ENSG00000254495,-0.210767708,NA,0.210676609,
ENSG00000072778,-0.21093212,0.441197811,5597.378865,
ENSG00000211749,-0.210975986,0.925749021,1.479742137,
ENSG00000253276,-0.211112945,0.535369602,290.9261022,
ENSG00000215196,-0.211224875,0.890065307,3.706739546,
ENSG00000198650,-0.211237677,0.910078163,2.049787043,
ENSG00000268891,-0.211268017,0.786080364,20.53410717,
ENSG00000114859,-0.211345828,0.66028358,58.60863747,
ENSG00000166189,-0.211459977,0.656147557,526.8067503,
ENSG00000159882,-0.211771624,0.638196903,139.3462175,
ENSG00000226107,-0.21225177,0.924032274,0.430555874,
ENSG00000211752,-0.212513584,0.921117709,1.11409953,
ENSG00000153339,-0.212573379,0.393373258,1821.629944,
ENSG00000205611,-0.212738444,0.877217297,3.631764003,
ENSG00000215126,-0.212779893,0.648034376,1677.881812,
ENSG00000234452,-0.212866116,NA,0.302343549,
ENSG00000269973,-0.212879646,0.727725085,34.11105973,
ENSG00000249334,-0.212900981,0.920826201,0.433847536,
ENSG00000198492,-0.213134954,0.580293961,3190.600988,
ENSG00000168481,-0.213547894,NA,0.357383232,
ENSG00000197062,-0.213636012,0.49888948,308.0609739,
ENSG00000127483,-0.213878472,0.576235269,4641.237113,
ENSG00000101084,-0.21398331,0.631790171,149.2746258,
ENSG00000109046,-0.214056438,0.634177232,2602.116681,
ENSG00000114744,-0.214110476,0.441399442,947.0879154,
ENSG00000113194,-0.214149082,0.626340495,2509.465063,
ENSG00000199032,-0.214203227,0.924043349,0.442386982,
ENSG00000264107,-0.214643332,0.907477415,1.08834103,
ENSG00000267194,-0.214921021,0.834356858,41.39975801,
ENSG00000180543,-0.215492724,0.799808954,148.5049463,
ENSG00000140836,-0.215892143,0.636017889,128.66887,
ENSG00000083642,-0.21602137,0.64310495,2114.930869,
ENSG00000146833,-0.216372278,0.57197095,857.4357177,
ENSG00000117174,-0.216479605,0.643614195,594.9991675,
ENSG00000163554,-0.216885301,0.899225555,2.341736654,
ENSG00000161036,-0.217363636,0.601544054,747.8468508,
ENSG00000125503,-0.21740285,0.546545988,1255.050128,
ENSG00000111711,-0.217940819,0.742109532,3848.575832,
ENSG00000182888,-0.218279174,NA,0.423782857,
ENSG00000182625,-0.218449151,0.906027067,1.247482186,
ENSG00000186462,-0.219130401,0.813854541,20.41670622,
ENSG00000100949,-0.219304609,0.568933999,837.02392,
ENSG00000255318,-0.219362675,0.878047858,2.82500727,
ENSG00000225912,-0.219650258,0.84992327,11.51545711,
ENSG00000081721,-0.219819308,0.515508934,607.1738053,
ENSG00000260046,-0.219928662,0.917659754,0.657117914,
ENSG00000268578,-0.220002147,0.786284955,10.99752351,
ENSG00000053108,-0.220139896,NA,0.120488268,
ENSG00000121207,-0.220139896,NA,0.120488268,
ENSG00000133808,-0.220139896,NA,0.120488268,
ENSG00000176183,-0.220139896,NA,0.120488268,
ENSG00000178723,-0.220139896,NA,0.120488268,
ENSG00000200389,-0.220139896,NA,0.120488268,
ENSG00000212961,-0.220139896,NA,0.120488268,
ENSG00000219776,-0.220139896,NA,0.120488268,
ENSG00000227208,-0.220139896,NA,0.120488268,
ENSG00000228074,-0.220139896,NA,0.120488268,
ENSG00000229596,-0.220139896,NA,0.120488268,
ENSG00000230047,-0.220139896,NA,0.120488268,
ENSG00000234061,-0.220139896,NA,0.120488268,
ENSG00000234358,-0.220139896,NA,0.120488268,
ENSG00000238876,-0.220139896,NA,0.120488268,
ENSG00000240477,-0.220139896,NA,0.120488268,
ENSG00000251463,-0.220139896,NA,0.120488268,
ENSG00000252379,-0.220139896,NA,0.120488268,
ENSG00000255537,-0.220139896,NA,0.120488268,
ENSG00000265582,-0.220139896,NA,0.120488268,
ENSG00000267630,-0.220139896,NA,0.120488268,
ENSG00000268777,-0.220139896,NA,0.120488268,
ENSG00000170128,-0.220279508,0.901226956,4.785510129,
ENSG00000229054,-0.220837985,0.901843906,3.042582221,
ENSG00000269202,-0.220938826,0.896227618,4.425775178,
ENSG00000265188,-0.220956494,0.917062086,1.180120935,
ENSG00000176715,-0.221002573,0.506919695,1438.427606,
ENSG00000267370,-0.221011617,0.878308561,3.908185439,
ENSG00000062725,-0.221038501,0.53360258,1142.969645,
ENSG00000110906,-0.221044495,0.572066691,1253.775827,
ENSG00000213269,-0.221291667,0.913988141,1.006057264,
ENSG00000256973,-0.221403555,0.84003633,8.037718595,
ENSG00000130023,-0.221423248,0.512562564,492.9960126,
ENSG00000107485,-0.221478596,0.852347142,37.63742612,
ENSG00000165660,-0.22169103,0.514263112,910.2473757,
ENSG00000051108,-0.221880629,0.498454447,29740.67636,
ENSG00000136237,-0.222011963,0.772197756,152.2085416,
ENSG00000143643,-0.222159224,0.454229587,667.7979902,
ENSG00000187848,-0.222488974,NA,0.349679833,
ENSG00000206448,-0.222488974,NA,0.349679833,
ENSG00000104969,-0.22251032,0.553433639,2141.026176,
ENSG00000100580,-0.222514954,0.583367616,2635.346162,
ENSG00000104998,-0.222769372,0.7248573,484.2719306,
ENSG00000266522,-0.222969788,0.912127016,0.848214534,
ENSG00000080815,-0.22314303,0.619535808,1873.815351,
ENSG00000126777,-0.223266046,0.609568151,3578.931634,
ENSG00000198000,-0.223485648,0.497278417,1751.26035,
ENSG00000204022,-0.223576398,0.888045002,3.083576186,
ENSG00000202523,-0.223769726,0.917274453,0.606506514,
ENSG00000167264,-0.224151389,0.448068841,699.2922011,
ENSG00000244234,-0.224620176,0.908625199,0.945343532,
ENSG00000153560,-0.22467956,0.449954449,2651.173107,
ENSG00000229000,-0.224694632,NA,0.355904633,
ENSG00000230526,-0.224694632,NA,0.355904633,
ENSG00000224430,-0.224769224,0.920672861,0.574297148,
ENSG00000196611,-0.224839484,0.92046737,0.523391307,
ENSG00000252328,-0.225104676,0.904807779,1.30108703,
ENSG00000229789,-0.225452981,0.625353361,222.9904199,
ENSG00000129968,-0.225572057,0.59399863,1248.854619,
ENSG00000229567,-0.225595095,0.816324729,8.822547063,
ENSG00000184619,-0.225854643,0.85705182,5.801132993,
ENSG00000272599,-0.226368119,0.826124709,11.38905737,
ENSG00000128203,-0.226407257,0.700383567,718.4443067,
ENSG00000234699,-0.226972535,0.893361513,1.900620562,
ENSG00000188386,-0.227034942,0.906882482,0.882890258,
ENSG00000263740,-0.227054298,0.806042174,74.09277572,
ENSG00000236896,-0.227434253,0.882124572,3.111863648,
ENSG00000077232,-0.227451569,0.545153003,5799.543048,
ENSG00000132970,-0.227523329,0.828689247,5.15756101,
ENSG00000211791,-0.22768235,0.917375934,0.433360319,
ENSG00000266594,-0.227751122,0.913130102,0.747923327,
ENSG00000236144,-0.227942258,0.719651299,210.7230703,
ENSG00000179715,-0.228741145,0.670517273,1088.768933,
ENSG00000171490,-0.228771297,0.582768504,4131.007036,
ENSG00000163389,-0.228956281,0.527542263,540.9077689,
ENSG00000114383,-0.22925491,0.552239852,729.2264689,
ENSG00000201678,-0.229764167,0.896003844,2.1000865,
ENSG00000147679,-0.229766589,0.427326093,949.8292752,
ENSG00000100034,-0.229987593,0.521480931,383.2905136,
ENSG00000259090,-0.230001153,0.918158462,0.438172618,
ENSG00000151746,-0.23033328,0.610521693,747.8777165,
ENSG00000127526,-0.230379762,0.642883773,1679.616778,
ENSG00000231760,-0.230471281,0.856526258,3.324706699,
ENSG00000250116,-0.230514244,0.742128291,117.0166502,
ENSG00000134463,-0.230602054,0.8280368,87.5296102,
ENSG00000151422,-0.230693189,0.538654198,366.8201765,
ENSG00000232496,-0.230784673,0.917906203,0.508962341,
ENSG00000132002,-0.230939964,0.664304009,1252.003715,
ENSG00000123453,-0.231022531,0.876660141,2.704305292,
ENSG00000140107,-0.231173285,0.899574476,1.169242899,
ENSG00000123607,-0.231257666,0.39723252,554.1614295,
ENSG00000235644,-0.231310485,NA,0.272599212,
ENSG00000259050,-0.231310485,NA,0.272599212,
ENSG00000157349,-0.231514311,0.539698592,1273.214595,
ENSG00000178234,-0.231563225,0.540808949,290.7628375,
ENSG00000249035,-0.231592649,NA,0.212440241,
ENSG00000259195,-0.231638877,NA,0.308717295,
ENSG00000152270,-0.23173924,0.81295577,185.7691579,
ENSG00000133063,-0.231775025,0.77622915,151.1889947,
ENSG00000107021,-0.231890781,0.592373867,728.5932156,
ENSG00000222790,-0.232050117,NA,0.209379599,
ENSG00000229795,-0.232050117,NA,0.209379599,
ENSG00000206384,-0.232242183,0.907157406,1.289974455,
ENSG00000092020,-0.232442521,0.526693914,816.5223117,
ENSG00000244045,-0.23249767,0.422915848,203.9640213,
ENSG00000134954,-0.232535196,0.639792559,5518.071817,
ENSG00000224882,-0.232854905,0.507870791,373.7474631,
ENSG00000135324,-0.232892553,NA,0.119009669,
ENSG00000168913,-0.232892553,NA,0.119009669,
ENSG00000186354,-0.232892553,NA,0.119009669,
ENSG00000205090,-0.232892553,NA,0.119009669,
ENSG00000213155,-0.232892553,NA,0.119009669,
ENSG00000219547,-0.232892553,NA,0.119009669,
ENSG00000226188,-0.232892553,NA,0.119009669,
ENSG00000226576,-0.232892553,NA,0.119009669,
ENSG00000229972,-0.232892553,NA,0.119009669,
ENSG00000230852,-0.232892553,NA,0.119009669,
ENSG00000231300,-0.232892553,NA,0.119009669,
ENSG00000237319,-0.232892553,NA,0.119009669,
ENSG00000242267,-0.232892553,NA,0.119009669,
ENSG00000254109,-0.232892553,NA,0.119009669,
ENSG00000256904,-0.232892553,NA,0.119009669,
ENSG00000258592,-0.232892553,NA,0.119009669,
ENSG00000258976,-0.232892553,NA,0.119009669,
ENSG00000261327,-0.232892553,NA,0.119009669,
ENSG00000268744,-0.232892553,NA,0.119009669,
ENSG00000269471,-0.232892553,NA,0.119009669,
ENSG00000256383,-0.232911991,0.68624087,24.42723477,
ENSG00000270133,-0.233019619,0.896971348,2.928116888,
ENSG00000234491,-0.233364267,0.905701195,0.991732286,
ENSG00000222760,-0.233528872,NA,0.207830127,
ENSG00000238654,-0.233528872,NA,0.207830127,
ENSG00000259092,-0.233528872,NA,0.207830127,
ENSG00000219699,-0.233790327,NA,0.198355582,
ENSG00000207547,-0.234036532,0.833006946,9.595169195,
ENSG00000135953,-0.234145506,0.55610873,528.4336746,
ENSG00000175567,-0.234212126,0.661222137,2860.747912,
ENSG00000269978,-0.23442758,NA,0.299497067,
ENSG00000255063,-0.234501721,NA,0.321128145,
ENSG00000262670,-0.234575433,0.91153534,0.781804604,
ENSG00000148842,-0.234638966,0.603938871,256.1283018,
ENSG00000240342,-0.234720017,0.660713304,2846.802573,
ENSG00000227409,-0.235121272,0.903204265,1.053476975,
ENSG00000216316,-0.23552742,0.789427821,12.0069504,
ENSG00000157741,-0.236098699,0.503718019,1149.201676,
ENSG00000198642,-0.236509433,0.577181039,881.6760955,
ENSG00000163866,-0.236720977,0.364669811,1049.966011,
ENSG00000126945,-0.236807759,0.651948506,1960.316626,
ENSG00000135486,-0.236861353,0.525606945,33129.59644,
ENSG00000263004,-0.236960006,0.775425105,37.52066876,
ENSG00000189423,-0.237091167,0.753961041,27.54891403,
ENSG00000089123,-0.237343141,0.456235429,167.1452171,
ENSG00000198482,-0.237633143,0.529888994,332.0141747,
ENSG00000124104,-0.237640793,0.764774812,20.5211407,
ENSG00000127527,-0.237641501,0.534845285,813.3413258,
ENSG00000160691,-0.237677686,0.46385043,1895.475713,
ENSG00000267985,-0.238183482,0.762110671,17.15374239,
ENSG00000106404,-0.238243752,0.714286421,252.5209478,
ENSG00000270189,-0.238582409,0.756168201,48.65537391,
ENSG00000154945,-0.238716842,0.552739612,1065.289975,
ENSG00000135090,-0.238758766,0.636701513,1819.044747,
ENSG00000118260,-0.239085214,0.426192179,1734.442619,
ENSG00000089693,-0.239519474,0.604489851,2299.311156,
ENSG00000124688,-0.240166818,0.416872506,783.168149,
ENSG00000182175,-0.240449516,NA,0.240976536,
ENSG00000199202,-0.240449516,NA,0.240976536,
ENSG00000213667,-0.240449516,NA,0.240976536,
ENSG00000101882,-0.240714673,0.515949312,541.2555573,
ENSG00000268670,-0.24074288,0.834750508,7.198209467,
ENSG00000172361,-0.240829498,0.75296116,11.15173267,
ENSG00000259315,-0.241306551,0.820167966,18.22886238,
ENSG00000189166,-0.241337492,0.847383161,5.814139023,
ENSG00000224043,-0.241908999,0.710556443,21.66156338,
ENSG00000259224,-0.241970277,0.905072754,1.215149885,
ENSG00000168883,-0.242153617,0.50894385,1595.435119,
ENSG00000126461,-0.242395038,0.625709316,1565.319935,
ENSG00000205885,-0.242568278,0.755690961,363.8275842,
ENSG00000164506,-0.242899221,0.569161382,415.7924498,
ENSG00000272858,-0.243779977,0.84268492,7.821144518,
ENSG00000226498,-0.243884732,0.91215872,2.564208849,
ENSG00000168958,-0.244070123,0.358643134,1845.29218,
ENSG00000266531,-0.244159043,NA,0.404709316,
ENSG00000232450,-0.244177272,0.784461232,9.807245812,
ENSG00000077235,-0.244379858,0.598167374,2080.459949,
ENSG00000254170,-0.244574255,0.912996814,0.4410191,
ENSG00000173811,-0.244588201,0.896553526,1.951672377,
ENSG00000257569,-0.244784745,0.905126609,0.696694855,
ENSG00000100241,-0.244987381,0.547038117,5389.44386,
ENSG00000067560,-0.245121025,0.466651776,15145.42215,
ENSG00000243396,-0.245880229,NA,0.341029671,
ENSG00000253273,-0.246515027,0.90627277,0.746190834,
ENSG00000161217,-0.246603351,0.415489033,1539.768466,
ENSG00000113811,-0.246889596,0.666933254,4741.367004,
ENSG00000182473,-0.246918402,0.421902743,1079.905995,
ENSG00000104946,-0.24765993,0.436625228,793.9636352,
ENSG00000270104,-0.247693549,0.894455925,1.540167664,
ENSG00000139613,-0.247802798,0.523192143,2316.461419,
ENSG00000222858,-0.247884454,0.906882482,0.760082109,
ENSG00000237815,-0.24814669,0.866309129,2.35162392,
ENSG00000140464,-0.24824479,0.519323218,2038.289481,
ENSG00000266947,-0.248468698,0.827176152,9.945460185,
ENSG00000165555,-0.248683102,0.756168201,15.18936208,
ENSG00000176422,-0.248832016,0.640260678,159.8205914,
ENSG00000153046,-0.248991086,0.55439659,1133.510902,
ENSG00000164933,-0.249016659,0.363174737,1390.374623,
ENSG00000140265,-0.249070969,0.416624225,866.6055143,
ENSG00000092051,-0.249128839,0.906202219,1.062005669,
ENSG00000213793,-0.249244682,0.633902733,42.90125224,
ENSG00000198604,-0.249439561,0.50083536,2373.418044,
ENSG00000124831,-0.249556505,0.582854063,3665.471688,
ENSG00000003402,-0.249724034,0.263259967,6812.009101,
ENSG00000212128,-0.249958862,0.90147812,0.82288508,
ENSG00000128524,-0.250153154,0.438975514,1400.020941,
ENSG00000254292,-0.250410594,0.881325245,2.878342358,
ENSG00000206936,-0.250751553,0.903559839,1.398448276,
ENSG00000112624,-0.251198583,0.576140812,1350.945054,
ENSG00000254373,-0.25136407,0.864805356,2.531227377,
ENSG00000147601,-0.251429587,0.551234602,897.2011691,
ENSG00000269040,-0.251450185,0.899935069,1.286131523,
ENSG00000256779,-0.251850703,NA,0.239497937,
ENSG00000250536,-0.251929002,0.782123171,6.514280964,
ENSG00000105641,-0.252184039,0.866309129,2.660444715,
ENSG00000269337,-0.252275869,0.636846948,43.26469319,
ENSG00000071462,-0.252342741,0.46566878,2469.472603,
ENSG00000271738,-0.252645708,0.823861456,11.83407331,
ENSG00000154118,-0.252789011,0.791390822,13.06830567,
ENSG00000144504,-0.25279178,0.51662504,325.760087,
ENSG00000226908,-0.253027085,0.908852875,0.485512935,
ENSG00000237343,-0.2530658,0.881050187,2.417703123,
ENSG00000263853,-0.253244782,0.891485259,1.902837617,
ENSG00000243403,-0.253321471,0.788227425,33.4344907,
ENSG00000140691,-0.25336598,0.602569925,379.5280297,
ENSG00000231169,-0.253581704,0.787151668,13.4848389,
ENSG00000227388,-0.253813838,0.826637804,7.690157374,
ENSG00000262147,-0.253877343,0.777493524,10.02931041,
ENSG00000245213,-0.253901626,0.794545747,10.06785736,
ENSG00000169981,-0.253916406,0.413330583,362.3671219,
ENSG00000143793,-0.254244227,0.540900497,236.8761888,
ENSG00000253622,-0.254310366,NA,0.371722748,
ENSG00000232546,-0.254312848,0.694763451,29.38142869,
ENSG00000169662,-0.254494026,NA,0.401841941,
ENSG00000163597,-0.254658221,0.625936957,837.0487826,
ENSG00000254941,-0.254713473,0.849964608,3.452690768,
ENSG00000213754,-0.254760418,0.837807036,4.825665819,
ENSG00000267272,-0.254912012,0.897261078,1.516215176,
ENSG00000005007,-0.255171211,0.497448495,3346.108573,
ENSG00000171224,-0.25536573,0.876304295,2.870220657,
ENSG00000252356,-0.255580363,NA,0.403230716,
ENSG00000181915,-0.255749501,0.409823602,499.6726327,
ENSG00000115652,-0.256171996,0.425323517,402.6246458,
ENSG00000168297,-0.25621143,0.338664779,1696.585839,
ENSG00000105492,-0.256449254,0.734510276,87.41822023,
ENSG00000259209,-0.256838152,0.907830713,0.620027898,
ENSG00000196505,-0.256858227,0.43037463,648.7767456,
ENSG00000233993,-0.256964081,NA,0.238019338,
ENSG00000184990,-0.257032537,0.66478011,2072.9473,
ENSG00000215867,-0.257115364,0.866667833,2.517000971,
ENSG00000261008,-0.257499511,0.78360587,13.74271763,
ENSG00000240622,-0.257785436,0.856510147,2.739318328,
ENSG00000134453,-0.257830524,0.429264813,3318.046794,
ENSG00000244167,-0.258074766,0.899574476,0.761233035,
ENSG00000149716,-0.258170841,0.560059636,429.1742014,
ENSG00000235776,-0.258195432,0.648585064,77.01177879,
ENSG00000258612,-0.258195536,0.90147812,1.083965539,
ENSG00000166135,-0.258232767,0.309991966,1509.729987,
ENSG00000143294,-0.258237503,0.420888964,2057.180981,
ENSG00000223663,-0.258282258,0.905251266,0.997109452,
ENSG00000164897,-0.258290958,0.526997073,967.0008534,
ENSG00000231355,-0.25830497,0.904408184,0.559794255,
ENSG00000137699,-0.258382729,NA,0.116163187,
ENSG00000154065,-0.258382729,NA,0.116163187,
ENSG00000164520,-0.258382729,NA,0.116163187,
ENSG00000205266,-0.258382729,NA,0.116163187,
ENSG00000207340,-0.258382729,NA,0.116163187,
ENSG00000207451,-0.258382729,NA,0.116163187,
ENSG00000211695,-0.258382729,NA,0.116163187,
ENSG00000213179,-0.258382729,NA,0.116163187,
ENSG00000213344,-0.258382729,NA,0.116163187,
ENSG00000215159,-0.258382729,NA,0.116163187,
ENSG00000223947,-0.258382729,NA,0.116163187,
ENSG00000224282,-0.258382729,NA,0.116163187,
ENSG00000225913,-0.258382729,NA,0.116163187,
ENSG00000227574,-0.258382729,NA,0.116163187,
ENSG00000228316,-0.258382729,NA,0.116163187,
ENSG00000232557,-0.258382729,NA,0.116163187,
ENSG00000237330,-0.258382729,NA,0.116163187,
ENSG00000238603,-0.258382729,NA,0.116163187,
ENSG00000238868,-0.258382729,NA,0.116163187,
ENSG00000239107,-0.258382729,NA,0.116163187,
ENSG00000239577,-0.258382729,NA,0.116163187,
ENSG00000248165,-0.258382729,NA,0.116163187,
ENSG00000249693,-0.258382729,NA,0.116163187,
ENSG00000249840,-0.258382729,NA,0.116163187,
ENSG00000253095,-0.258382729,NA,0.116163187,
ENSG00000253799,-0.258382729,NA,0.116163187,
ENSG00000258654,-0.258382729,NA,0.116163187,
ENSG00000259665,-0.258382729,NA,0.116163187,
ENSG00000260031,-0.258382729,NA,0.116163187,
ENSG00000265759,-0.258382729,NA,0.116163187,
ENSG00000267222,-0.258382729,NA,0.116163187,
ENSG00000271776,-0.258382729,NA,0.116163187,
ENSG00000133460,-0.259063865,0.603250817,442.3073379,
ENSG00000266469,-0.259109919,0.555798332,320.727632,
ENSG00000129534,-0.259528849,0.305985337,1782.528802,
ENSG00000272948,-0.259551604,0.892160073,0.973043013,
ENSG00000055917,-0.259558582,0.540459673,5374.814387,
ENSG00000104221,-0.259638816,0.628866559,143.8023303,
ENSG00000044090,-0.259643176,0.416876519,799.9525562,
ENSG00000010626,-0.259670863,0.637575721,78.30376915,
ENSG00000237350,-0.259900143,0.49982389,322.0703433,
ENSG00000164603,-0.260593197,0.559903952,385.5291754,
ENSG00000146063,-0.261049777,0.444768458,772.9103281,
ENSG00000157036,-0.261537677,0.387738023,456.8475664,
ENSG00000217767,-0.262014996,0.905332472,0.488776372,
ENSG00000236733,-0.262275057,NA,0.298182766,
ENSG00000258671,-0.262275057,NA,0.298182766,
ENSG00000234513,-0.26229011,0.808502126,6.645364126,
ENSG00000002933,-0.262544146,NA,0.252245458,
ENSG00000133985,-0.262600583,0.739285431,492.8815842,
ENSG00000119899,-0.262938723,0.519718291,646.0169446,
ENSG00000102543,-0.262996299,0.560309116,177.3258144,
ENSG00000114854,-0.263222127,0.780671628,13.01742889,
ENSG00000244604,-0.263504104,0.835613411,6.15876186,
ENSG00000260645,-0.263698967,0.869772824,1.574490346,
ENSG00000265511,-0.263710899,0.842123744,6.121232298,
ENSG00000146909,-0.26379084,0.317724556,849.4685612,
ENSG00000143552,-0.26383003,0.82792606,3.910780284,
ENSG00000146463,-0.264095498,0.475399396,1370.382417,
ENSG00000224383,-0.264491142,0.672984135,46.10451099,
ENSG00000220875,-0.264541737,0.823130609,5.201053522,
ENSG00000229336,-0.264707379,NA,0.23007503,
ENSG00000204188,-0.264763798,0.819220306,6.37223507,
ENSG00000177082,-0.264789723,0.557002074,516.1372141,
ENSG00000120948,-0.264998768,0.319785479,5166.028703,
ENSG00000188459,-0.264999722,0.658144769,60.45519667,
ENSG00000152670,-0.265174129,NA,0.301046538,
ENSG00000249691,-0.265174129,NA,0.301046538,
ENSG00000128683,-0.265209048,0.896323112,0.824869343,
ENSG00000263301,-0.265220156,NA,0.227014388,
ENSG00000233778,-0.265491268,0.847570664,2.517167229,
ENSG00000260613,-0.265663905,NA,0.304107181,
ENSG00000265452,-0.266234156,0.842948474,2.957090468,
ENSG00000237170,-0.26641634,0.899295087,0.643354533,
ENSG00000249271,-0.266416483,NA,0.33060269,
ENSG00000057468,-0.266651948,0.839599053,4.037368813,
ENSG00000196987,-0.266737703,NA,0.225464916,
ENSG00000198626,-0.266737703,NA,0.225464916,
ENSG00000200114,-0.266737703,NA,0.225464916,
ENSG00000214268,-0.266737703,NA,0.225464916,
ENSG00000236299,-0.266737703,NA,0.225464916,
ENSG00000244427,-0.266737703,NA,0.225464916,
ENSG00000248751,-0.266737703,NA,0.225464916,
ENSG00000254057,-0.266737703,NA,0.225464916,
ENSG00000266958,-0.266737703,NA,0.225464916,
ENSG00000267220,-0.266737703,NA,0.225464916,
ENSG00000155085,-0.266825581,0.585525767,148.7192391,
ENSG00000250564,-0.266920086,NA,0.3202308,
ENSG00000228110,-0.26704648,0.820466718,3.67691273,
ENSG00000256340,-0.267322173,NA,0.236651455,
ENSG00000226144,-0.267456638,0.903767206,0.505414461,
ENSG00000111605,-0.267792616,0.465261411,3273.799481,
ENSG00000104907,-0.267890933,0.554493074,879.3373123,
ENSG00000100450,-0.267898105,0.794188372,61.81241257,
ENSG00000129292,-0.267931304,0.268761939,1664.708411,
ENSG00000259845,-0.268361575,0.711652723,54.72208318,
ENSG00000112031,-0.268412776,0.395708002,960.3182657,
