ID,log2FC,FDR
ENSG00000008516.16,0.644510097,0.000438513
ENSG00000125966.9,-1.536032076,1.83E-32
ENSG00000189409.12,-0.546226158,0.001028503
ENSG00000154485.4,-0.55252139,0.000172431
ENSG00000137674.3,-1.210536454,3.98E-07
ENSG00000087245.12,-0.335626731,0.018614331
ENSG00000123342.15,-1.01194194,2.43E-23
ENSG00000198598.6,0.530548549,0.002901078
ENSG00000156103.15,-0.403224745,0.021144091
ENSG00000102996.4,0.252839766,0.039580603
ENSG00000157227.12,1.063206292,2.50E-17
ENSG00000137745.11,6.372572242,4.25E-51
ENSG00000262406.2,1.256577617,7.86E-05
ENSG00000099953.9,5.83374768,8.19E-67
ENSG00000166670.9,2.748660799,4.89E-19
ENSG00000196611.4,5.241271963,3.48E-35
ENSG00000169446.5,-0.561736584,8.49E-22
ENSG00000142606.15,1.214776214,1.42E-10
ENSG00000139428.11,-0.234496027,0.000202606
ENSG00000151611.13,-0.105420167,0.079931588
ENSG00000103150.5,-0.940495839,8.54E-70
ENSG00000175727.13,-0.532504639,1.43E-14
ENSG00000108788.11,-0.146552868,0.001756029
ENSG00000167965.17,0.834895956,1.25E-35
ENSG00000115648.13,1.107014702,4.29E-05
ENSG00000102539.5,-0.431755458,0.010781253
ENSG00000275023.4,-0.295918738,0.000241824
ENSG00000130396.20,-0.46445757,4.17E-07
ENSG00000171843.15,-0.35513342,0.001759262
ENSG00000213190.3,0.946482556,3.26E-20
ENSG00000078403.16,-0.323177488,2.06E-07
ENSG00000130382.8,0.26099888,8.19E-07
ENSG00000168404.12,-0.259584355,0.003029721
ENSG00000146147.14,-2.290302369,1.46E-34
ENSG00000119684.15,-0.221859277,7.13E-05
ENSG00000076242.14,0.131896497,0.021448063
ENSG00000089693.10,0.713767478,4.96E-29
ENSG00000178053.17,0.369174457,0.000255966
ENSG00000110917.7,0.107297638,0.144390481
ENSG00000150051.13,-1.16306235,2.05E-06
ENSG00000011143.16,0.310910338,6.67E-06
ENSG00000179455.7,1.664125047,2.73E-06
ENSG00000225526.4,0.720101452,5.92E-05
ENSG00000075975.15,-0.110673963,0.014719139
ENSG00000133606.10,0.26238944,7.27E-09
ENSG00000079277.19,-0.313238376,5.89E-12
ENSG00000128585.17,-0.582724709,7.68E-16
ENSG00000186260.16,-0.435008874,5.45E-06
ENSG00000196588.14,-0.176001589,0.000837471
ENSG00000148773.12,3.268538209,4.02E-65
ENSG00000187098.14,-1.233136179,1.58E-40
ENSG00000099812.8,3.451497378,1.12E-26
ENSG00000129534.13,-0.194253161,0.017082199
ENSG00000159055.3,0.999192296,3.15E-41
ENSG00000167842.15,-0.176792788,0.000833964
ENSG00000151338.18,0.402772071,0.000353187
ENSG00000027001.9,0.352638267,1.02E-05
ENSG00000135517.6,0.599809525,5.22E-06
ENSG00000100253.12,1.428758542,6.99E-19
ENSG00000164654.15,0.081122714,0.251540397
ENSG00000107789.15,0.299004095,1.02E-05
ENSG00000270136.5,1.795194914,1.41E-30
ENSG00000173436.13,0.360041307,1.79E-09
ENSG00000141503.15,-0.225142345,7.14E-05
ENSG00000170854.17,-0.403775984,4.87E-08
ENSG00000116691.10,0.549602961,1.13E-10
ENSG00000125457.13,0.350970901,5.90E-07
ENSG00000240972.1,1.832516233,1.07E-40
ENSG00000105556.10,0.141331374,0.022137457
ENSG00000198160.14,-0.261799634,1.45E-05
ENSG00000141741.11,1.206194783,1.16E-18
ENSG00000177427.12,0.099869571,0.283157847
ENSG00000100335.12,-0.272135108,1.12E-07
ENSG00000167470.12,0.547777529,2.87E-13
ENSG00000080561.13,-0.465107336,2.35E-08
ENSG00000165175.15,0.339986823,0.000337278
ENSG00000101871.14,-2.164477778,5.52E-62
ENSG00000107745.16,0.059187596,0.292970349
ENSG00000204516.9,1.008082826,7.35E-13
ENSG00000164877.18,1.111427498,4.21E-24
ENSG00000100139.13,-0.36244346,2.16E-05
ENSG00000133808.4,0.761028363,3.05E-05
ENSG00000243156.7,-1.202768538,1.42E-33
ENSG00000133816.13,1.359050872,5.44E-34
ENSG00000135596.17,0.495341957,2.53E-08
ENSG00000204520.12,-0.310179679,0.00062913
ENSG00000268975.1,-0.952830692,0.000133645
ENSG00000154305.16,0.274604419,0.000570556
ENSG00000150526.11,-1.422573474,5.42E-12
ENSG00000261857.6,-2.712203168,1.54E-25
ENSG00000085871.8,-0.178150059,0.021569887
ENSG00000008394.12,-1.188392843,1.31E-16
ENSG00000102858.12,0.820044835,7.02E-40
ENSG00000111341.9,-1.546172536,3.45E-20
ENSG00000125871.13,0.281030007,7.98E-06
ENSG00000074416.13,-2.134070256,1.57E-89
ENSG00000198408.13,-0.271822355,1.37E-07
ENSG00000167889.12,0.552397811,0.018859142
ENSG00000205301.11,0.306489255,0.000723097
ENSG00000182050.13,-2.273384994,1.10E-30
ENSG00000161013.16,0.710649593,4.44E-32
ENSG00000071073.12,0.545273923,5.63E-06
ENSG00000128268.11,-2.023652229,2.00E-56
ENSG00000168282.5,0.58166877,2.08E-05
ENSG00000131446.15,-0.099292897,0.107244407
ENSG00000257743.8,-3.799609568,1.22E-57
ENSG00000174197.16,-0.348765386,1.56E-06
ENSG00000135953.10,-0.207131552,0.000424874
ENSG00000164073.9,-0.250567004,7.60E-06
ENSG00000169026.12,0.541122206,0.00128063
ENSG00000185156.5,0.609572454,0.026274076
ENSG00000182544.8,0.609269647,5.16E-30
ENSG00000174514.12,-1.897950593,1.59E-51
ENSG00000167700.8,1.43126292,3.12E-33
ENSG00000205639.9,0.644467187,1.71E-09
ENSG00000168389.17,0.804399942,3.78E-06
ENSG00000161091.12,1.03482479,1.56E-44
ENSG00000092931.11,0.143194662,0.021923429
ENSG00000109736.14,0.822850466,3.60E-22
ENSG00000259159.5,0.222754134,0.267990057
ENSG00000100060.17,-1.125748671,1.46E-34
ENSG00000116688.16,-0.284499711,3.91E-09
ENSG00000163975.11,-0.430988839,0.008003746
ENSG00000140545.14,-1.509162333,1.02E-41
ENSG00000197614.10,-1.618391585,1.36E-27
ENSG00000166482.11,-2.988828047,1.29E-86
ENSG00000198948.11,-0.555995965,5.09E-05
ENSG00000037749.11,-0.348891068,0.002705945
ENSG00000117122.13,2.103365614,1.56E-37
ENSG00000140259.6,0.105230691,0.089047733
ENSG00000181588.16,0.844099728,2.09E-29
ENSG00000176624.10,-0.457583737,8.51E-12
ENSG00000254726.2,1.85785475,1.07E-22
ENSG00000197006.13,0.076596952,0.121321043
ENSG00000170439.6,-0.364679734,0.065959458
ENSG00000206562.11,0.308556038,4.30E-10
ENSG00000165055.15,0.139459871,0.007899967
ENSG00000087995.15,0.529925109,2.36E-16
ENSG00000127720.7,-0.493105673,7.71E-15
ENSG00000053328.8,-1.497753509,1.13E-22
ENSG00000181038.13,0.334537092,2.00E-09
ENSG00000139780.7,-0.654133211,0.000284857
ENSG00000123427.15,-0.493204928,1.30E-20
ENSG00000144401.14,0.315461956,6.46E-11
ENSG00000139160.13,-0.306180339,5.43E-05
ENSG00000171806.11,0.553552697,5.63E-17
ENSG00000127804.12,-0.357890333,3.21E-12
ENSG00000169519.19,0.134176035,0.063289845
ENSG00000145388.14,-0.322323268,3.84E-09
ENSG00000010165.19,0.554206023,1.26E-21
ENSG00000214756.7,0.325992342,0.000233106
ENSG00000203791.13,-0.116998371,0.061618792
ENSG00000037897.16,0.78425216,3.70E-33
ENSG00000176845.12,0.313002425,0.004051447
ENSG00000103260.8,1.827304774,2.07E-22
ENSG00000111142.13,-0.074727651,0.137496228
ENSG00000172878.13,-0.481595166,2.51E-13
ENSG00000164024.11,-0.203427754,0.000258497
ENSG00000105976.14,-2.411924419,5.14E-73
ENSG00000106484.14,-1.864134315,3.65E-57
ENSG00000188095.4,0.528087968,0.00780935
ENSG00000166823.5,-1.393286525,1.51E-13
ENSG00000117899.10,0.316606264,1.62E-13
ENSG00000140406.3,0.483473208,3.45E-14
ENSG00000153208.16,-1.004600929,2.65E-31
ENSG00000152595.16,1.008448105,1.73E-07
ENSG00000146834.13,0.178780852,0.000768663
ENSG00000112818.9,0.264568853,0.229052482
ENSG00000133895.14,0.740448653,1.85E-36
ENSG00000162959.13,0.576461589,8.91E-23
ENSG00000165304.7,3.535214457,2.01E-71
ENSG00000105419.17,0.775178346,7.14E-08
ENSG00000134138.19,-1.983115727,5.50E-85
ENSG00000143995.19,-1.183562282,3.59E-41
ENSG00000162039.14,-0.635676704,0.002400798
ENSG00000239642.5,2.184349282,4.87E-44
ENSG00000197889.9,0.406912763,0.016756598
ENSG00000269964.2,-1.474418594,1.07E-11
ENSG00000106780.8,-0.244485264,0.049862809
ENSG00000105429.12,-0.488590546,3.76E-11
ENSG00000162591.15,-0.233547999,0.131514732
ENSG00000157890.17,-0.654342626,1.72E-05
ENSG00000145794.16,-0.904674823,2.53E-06
ENSG00000116604.17,0.113742938,0.111097783
ENSG00000081189.13,-1.308036046,3.27E-62
ENSG00000254901.7,0.360901859,4.90E-09
ENSG00000068305.17,-0.634988753,4.12E-22
ENSG00000102802.9,-2.407964273,4.94E-83
ENSG00000141026.5,-0.182778995,0.000467964
ENSG00000159479.16,0.365280816,2.12E-16
ENSG00000155868.7,-0.18594239,0.000155369
ENSG00000133997.11,0.069472995,0.18033901
ENSG00000136146.14,-0.126108738,0.00882984
ENSG00000108590.10,-0.071994367,0.205047158
ENSG00000164758.7,0.176385527,0.044467597
ENSG00000063322.13,0.357602561,6.57E-12
ENSG00000118579.11,-0.290461643,3.63E-09
ENSG00000160563.13,0.241757632,2.93E-07
ENSG00000105085.10,0.390932113,1.02E-14
ENSG00000104973.14,0.889679694,9.95E-37
ENSG00000008838.17,0.435870919,3.16E-06
ENSG00000112282.17,-0.118058399,0.17564496
ENSG00000148297.15,0.193692712,0.001354028
ENSG00000124641.14,0.372733451,5.05E-11
ENSG00000156603.14,0.508332767,8.58E-20
ENSG00000130772.13,0.193478754,0.000277963
ENSG00000042429.10,-0.081568703,0.243367671
ENSG00000175221.14,0.324117805,7.01E-06
ENSG00000099917.17,0.134632129,0.014524528
ENSG00000180182.10,0.383483505,9.37E-09
ENSG00000123066.7,-0.3663881,0.000482328
ENSG00000144893.12,0.616013904,0.000881028
ENSG00000184634.15,-0.182712844,0.001637481
ENSG00000161920.9,-0.113033169,0.080807076
ENSG00000133398.3,0.143333526,0.01356425
ENSG00000116353.15,-0.229196121,2.99E-05
ENSG00000169057.19,-0.419863044,6.12E-17
ENSG00000085276.17,-1.357556032,1.74E-46
ENSG00000163875.15,0.498296983,3.55E-16
ENSG00000124733.3,0.668330228,1.18E-28
ENSG00000151376.16,-1.220079816,1.77E-30
ENSG00000082212.11,0.215885079,0.010463891
ENSG00000065833.8,-1.430161056,9.03E-24
ENSG00000197880.8,0.60334811,2.27E-05
ENSG00000213920.8,0.162336141,0.070647183
ENSG00000112159.11,-0.693627719,1.09E-21
ENSG00000198625.12,0.177149121,0.026361166
ENSG00000135679.21,0.16776203,0.068739338
ENSG00000110492.15,1.211280713,2.27E-16
ENSG00000146701.11,0.483192382,2.02E-17
ENSG00000138400.12,0.249085958,0.129468146
ENSG00000014641.17,-0.38522877,6.48E-16
ENSG00000139915.18,-0.453112239,0.136728943
ENSG00000135272.9,-1.188022368,2.55E-52
ENSG00000112559.13,-0.403214209,0.034759649
ENSG00000137337.14,0.205033545,0.004172086
ENSG00000050393.11,0.151456137,0.019966124
ENSG00000156026.14,0.178453857,0.001977261
ENSG00000232119.7,0.543651954,1.23E-26
ENSG00000140563.14,-1.615023233,4.73E-29
ENSG00000175471.19,-1.310431176,1.91E-41
ENSG00000187778.13,0.372798454,1.03E-15
ENSG00000147316.12,-0.408009067,2.02E-12
ENSG00000055732.12,-1.200631,2.10E-14
ENSG00000153898.12,1.145955508,2.05E-15
ENSG00000090674.15,0.117742269,0.087056341
ENSG00000197771.12,0.095333135,0.106144032
ENSG00000125885.13,0.437463572,3.10E-07
ENSG00000166508.17,0.604125629,3.21E-12
ENSG00000076003.4,0.863796244,2.94E-25
ENSG00000100297.15,0.61430142,3.41E-14
ENSG00000104738.16,1.603947031,6.65E-44
ENSG00000160294.10,0.111930752,0.102929829
ENSG00000112118.17,0.770234883,3.77E-26
ENSG00000073111.13,1.696231282,2.76E-49
ENSG00000065328.16,2.773519707,3.10E-47
ENSG00000143384.12,-0.350256332,4.71E-10
ENSG00000234602.7,1.592629158,7.46E-07
ENSG00000152034.10,0.174225981,0.069676946
ENSG00000128285.4,0.870310051,2.42E-05
ENSG00000180398.11,-0.514966819,3.83E-24
ENSG00000053524.11,-1.108086515,2.14E-14
ENSG00000101977.19,-0.802439854,1.83E-06
ENSG00000183019.7,1.233748939,2.02E-09
ENSG00000124370.10,-0.165213248,0.004199435
ENSG00000204511.2,-0.748235033,0.024229631
ENSG00000131844.15,0.559463284,3.71E-06
ENSG00000078070.11,-0.724828862,1.17E-23
ENSG00000171444.17,-1.088497453,4.65E-26
ENSG00000100294.12,0.482131916,5.03E-15
ENSG00000176136.5,0.606296441,1.29E-05
ENSG00000124089.4,-0.141263808,0.106604346
ENSG00000185231.4,0.238722813,0.001634943
ENSG00000258839.2,0.996864849,7.43E-20
ENSG00000012174.11,0.111539776,0.217171067
ENSG00000140943.16,-0.281339507,2.87E-07
ENSG00000011258.15,-0.226778836,0.006142728
ENSG00000197971.14,-1.006050787,4.04E-25
ENSG00000125505.16,1.357389921,3.25E-56
ENSG00000177669.3,-0.42905643,0.001399689
ENSG00000143797.11,1.274837133,6.50E-26
ENSG00000172197.10,0.260336677,0.125469792
ENSG00000076770.14,-1.325239591,4.78E-30
ENSG00000139793.18,-1.307903202,5.29E-56
ENSG00000152601.17,-0.958667045,1.41E-65
ENSG00000176055.9,-0.583516899,1.17E-14
ENSG00000214309.4,0.724701593,1.81E-12
ENSG00000151332.18,-0.719974185,1.06E-32
ENSG00000166987.14,0.273306787,6.79E-05
ENSG00000204406.11,-0.429750563,1.85E-12
ENSG00000129071.9,0.330686664,4.86E-13
ENSG00000237247.5,0.07909098,0.109050862
ENSG00000205718.8,0.132927014,0.011571276
ENSG00000182315.8,0.223746502,0.000374856
ENSG00000230522.4,0.090633555,0.282646558
ENSG00000170948.3,0.059751019,0.311435201
ENSG00000071655.17,0.312803132,0.000114253
ENSG00000134046.11,-0.216889437,4.11E-06
ENSG00000141644.17,-0.153127576,0.001367155
ENSG00000180611.6,-0.452402106,1.77E-06
ENSG00000164430.15,0.631530931,5.10E-09
ENSG00000198125.12,1.828145714,1.42E-24
ENSG00000103495.13,1.431533145,3.80E-81
ENSG00000125952.18,0.142636713,0.002475754
ENSG00000088888.17,-0.37649577,2.37E-11
ENSG00000280987.2,-0.089580494,0.30001063
ENSG00000124159.15,-2.117871261,3.04E-24
ENSG00000132031.12,2.264156727,1.79E-26
ENSG00000162510.5,-0.355447722,0.044859813
ENSG00000038274.16,-0.347482785,1.39E-11
ENSG00000168906.12,0.066382692,0.30899626
ENSG00000120539.14,0.60924059,3.01E-14
ENSG00000069020.18,-0.881489083,7.68E-14
ENSG00000099308.10,-0.185841508,0.005021407
ENSG00000086015.20,0.615895561,5.28E-24
ENSG00000105613.9,1.166884961,1.75E-08
ENSG00000009724.16,-1.683589993,4.41E-44
ENSG00000204687.4,-2.109181321,5.30E-32
ENSG00000130368.5,-1.957576742,7.05E-24
ENSG00000140832.9,1.343905426,4.06E-29
ENSG00000152939.14,1.144442698,3.07E-24
ENSG00000155254.12,-0.180167343,0.047246447
ENSG00000247626.4,0.330102906,4.62E-06
ENSG00000166986.12,0.688243816,2.31E-43
ENSG00000007047.14,0.487661807,9.69E-17
ENSG00000072518.20,0.610363555,1.83E-21
ENSG00000116141.15,-1.577997457,1.11E-34
ENSG00000019169.10,-2.626116207,9.21E-32
ENSG00000175130.6,1.614209936,1.33E-59
ENSG00000277443.1,-0.168656473,0.067340972
ENSG00000084764.10,-0.466268485,6.32E-10
ENSG00000166974.12,-0.664979841,6.71E-18
ENSG00000101367.8,0.308568083,1.08E-09
ENSG00000137802.13,-0.717705942,1.77E-34
ENSG00000089022.13,0.112186467,0.02825681
ENSG00000114738.10,0.405102196,7.50E-13
ENSG00000162889.10,0.977944956,3.22E-35
ENSG00000050748.17,0.302585391,2.70E-06
ENSG00000138834.12,0.417006502,5.24E-05
ENSG00000008735.13,2.248276075,2.48E-24
ENSG00000107643.15,-0.204258565,0.000550238
ENSG00000166484.19,-0.10517011,0.10404151
ENSG00000141639.11,-3.178684787,9.84E-38
ENSG00000168175.14,-0.245826474,2.38E-08
ENSG00000181085.14,2.124245345,5.65E-16
ENSG00000112062.10,-0.27119874,7.52E-09
ENSG00000156711.16,0.946784699,3.71E-31
ENSG00000185386.14,-0.558741686,1.21E-09
ENSG00000109339.18,-2.285257467,1.21E-56
ENSG00000100030.14,-0.223378823,9.70E-05
ENSG00000164114.18,-0.191860007,0.254484528
ENSG00000129680.15,-1.965481801,2.98E-89
ENSG00000184368.15,-0.903115445,3.09E-05
ENSG00000116871.15,-0.363259827,8.06E-09
ENSG00000135525.18,0.91294172,6.28E-21
ENSG00000180834.7,0.892017351,2.89E-13
ENSG00000171533.11,-1.167466361,1.40E-21
ENSG00000012983.11,-0.293430849,4.78E-07
ENSG00000071054.15,-0.271312932,0.000325885
ENSG00000011566.14,-0.137812565,0.057955866
ENSG00000168067.11,0.264501821,3.64E-05
ENSG00000104814.12,0.667535174,9.19E-07
ENSG00000047849.21,-0.459627335,2.90E-25
ENSG00000006432.15,0.670502428,2.83E-10
ENSG00000107968.9,-1.251643561,1.02E-37
ENSG00000135341.17,-0.097342271,0.144231723
ENSG00000142733.14,-0.458246945,6.31E-09
ENSG00000197442.9,-1.13218352,1.57E-39
ENSG00000085511.19,-0.40135412,2.62E-13
ENSG00000198909.7,-0.692728336,9.03E-39
ENSG00000176601.11,0.949967987,0.00011952
ENSG00000180815.14,-1.898499829,2.80E-34
ENSG00000006062.13,-0.48433643,1.98E-09
ENSG00000073803.13,0.322992208,6.22E-07
ENSG00000173327.7,0.206822723,0.001340761
ENSG00000130758.7,0.580872178,2.59E-11
ENSG00000108984.13,-1.185313005,3.67E-32
ENSG00000137764.19,-0.499200587,1.06E-24
ENSG00000065559.14,-0.193681372,0.025686205
ENSG00000034152.18,-0.22695034,0.000704886
ENSG00000126934.13,0.442925515,3.06E-11
ENSG00000169032.9,-0.181274318,0.000253257
ENSG00000078018.19,-1.416118814,1.10E-26
ENSG00000130479.10,0.557164361,1.27E-14
ENSG00000258102.3,-0.325422253,7.67E-05
ENSG00000140941.12,-0.508759143,1.05E-28
ENSG00000131711.14,-1.499070788,4.11E-47
ENSG00000166963.12,-0.843692546,4.00E-18
ENSG00000069535.13,-2.31256165,1.34E-34
ENSG00000205693.3,-0.455872929,0.007833919
ENSG00000145050.15,1.047262082,1.85E-54
ENSG00000185090.14,1.358790823,2.08E-23
ENSG00000172469.14,-0.417286287,1.63E-07
ENSG00000109323.8,0.173824268,0.024025304
ENSG00000140400.14,-0.571714745,2.42E-19
ENSG00000104774.12,0.550869016,3.56E-15
ENSG00000196547.14,-0.86309211,7.76E-39
ENSG00000117643.14,-0.462868205,4.82E-05
ENSG00000177239.14,0.5408507,3.67E-18
ENSG00000198162.12,-0.312325545,6.33E-06
ENSG00000111885.6,-0.890549262,4.72E-15
ENSG00000176909.11,0.234371307,0.041929825
ENSG00000013619.13,-1.143088821,1.51E-24
ENSG00000196782.12,-0.675675917,7.52E-14
ENSG00000172175.12,-0.35431636,2.33E-07
ENSG00000156928.4,0.178938842,0.001841695
ENSG00000204740.9,-0.817479759,0.008688582
ENSG00000144063.3,-1.064333755,1.83E-19
ENSG00000279576.1,0.747034674,0.000819215
ENSG00000147676.13,1.500431626,1.88E-29
ENSG00000172005.10,-0.935326008,1.79E-06
ENSG00000111837.11,-0.337641603,0.097033428
ENSG00000102158.19,0.12483371,0.04018417
ENSG00000111196.9,0.752661982,9.34E-29
ENSG00000162385.10,0.471107746,9.71E-13
ENSG00000269313.5,0.996645861,3.06E-20
ENSG00000081026.18,0.283040794,0.01985575
ENSG00000187391.17,-0.913910457,2.59E-15
ENSG00000151276.23,-1.092146685,6.49E-48
ENSG00000254585.2,-0.383869204,0.025097458
ENSG00000187601.4,-0.176223741,0.032020966
ENSG00000177383.4,0.813626768,1.62E-30
ENSG00000186675.6,-1.777707113,5.20E-27
ENSG00000198934.4,-0.210942785,0.041152218
ENSG00000187243.16,-0.493571479,0.007387709
ENSG00000102316.16,1.065655197,1.93E-15
ENSG00000179222.17,0.948164676,4.59E-27
ENSG00000165509.13,-0.620268275,0.001297965
ENSG00000046774.9,1.231244175,6.30E-15
ENSG00000155495.8,1.12270729,5.77E-08
ENSG00000232030.3,0.128964253,0.065988182
ENSG00000176746.6,0.319060731,0.000944859
ENSG00000120289.11,-1.585693599,6.75E-10
ENSG00000198798.5,0.121499434,0.179858541
ENSG00000176774.5,0.325762692,6.06E-05
ENSG00000189023.10,0.3318178,0.001128163
ENSG00000177689.10,0.156959087,0.059248554
ENSG00000267978.5,0.626327609,0.002539958
ENSG00000123584.7,0.41360129,0.00213425
ENSG00000197172.10,1.314459065,1.30E-07
ENSG00000147381.11,0.734495586,0.007762906
ENSG00000221867.8,1.347726807,5.27E-06
ENSG00000183305.13,0.668371592,1.16E-05
ENSG00000268606.5,0.891537265,4.07E-07
ENSG00000213401.8,1.396799434,1.10E-20
ENSG00000185247.14,0.838221776,1.73E-06
ENSG00000124260.11,0.255838635,0.252886281
ENSG00000198681.6,1.745313425,2.05E-19
ENSG00000105695.14,1.341656542,6.95E-06
ENSG00000198517.9,-0.290529944,0.000314024
ENSG00000197063.10,-0.379398919,4.96E-09
ENSG00000185022.11,-1.519125489,5.63E-61
ENSG00000204103.3,-0.208965351,0.024924439
ENSG00000182759.3,1.668295356,1.22E-23
ENSG00000179632.9,0.174446733,0.015388568
ENSG00000178573.6,-1.230880111,7.88E-58
ENSG00000143194.12,0.687487304,0.004074609
ENSG00000090316.15,0.223973443,2.73E-06
ENSG00000110514.18,0.09528244,0.184953558
ENSG00000099866.14,0.502730861,0.002135774
ENSG00000116670.14,0.806819535,3.57E-22
ENSG00000124688.13,0.586560192,2.71E-31
ENSG00000164109.13,1.95678768,4.74E-53
ENSG00000002822.15,0.469345999,5.15E-11
ENSG00000172264.16,-0.773127836,1.07E-09
ENSG00000133315.10,0.55320155,4.83E-07
ENSG00000127603.23,-0.497468907,1.56E-10
ENSG00000173212.4,-0.536536564,0.012538719
ENSG00000183833.16,-0.816315032,2.82E-05
ENSG00000003056.7,0.168080718,0.00052387
ENSG00000159374.17,-0.577082063,0.003901906
ENSG00000088899.14,-0.840679586,1.14E-10
ENSG00000061337.15,-0.537020104,3.74E-08
ENSG00000163818.16,-0.175798656,0.041169998
ENSG00000151033.8,0.966762405,9.53E-11
ENSG00000120563.8,0.399780158,1.59E-05
ENSG00000090382.6,0.951732667,2.24E-06
ENSG00000143669.13,-0.600862336,1.54E-11
ENSG00000183060.15,-1.060106073,1.75E-44
ENSG00000176018.12,-0.187130196,0.012690549
ENSG00000163155.11,0.646008124,5.45E-19
ENSG00000232859.9,-0.820648984,3.71E-24
ENSG00000186687.15,-0.706228127,2.01E-34
ENSG00000205707.10,-0.426048495,2.03E-12
ENSG00000214113.10,-0.184085482,0.001324042
ENSG00000102897.9,-0.480813407,1.21E-16
ENSG00000143353.11,0.370073834,1.76E-09
ENSG00000011009.10,0.899749425,4.30E-41
ENSG00000120992.17,0.837059476,9.38E-20
ENSG00000259823.5,0.882908179,0.001848765
ENSG00000150556.16,0.757679469,0.002237622
ENSG00000187123.14,-0.892099499,4.63E-05
ENSG00000159871.14,0.382086576,0.003926628
ENSG00000273111.5,0.470801879,0.000494992
ENSG00000124466.8,1.214667991,4.34E-14
ENSG00000197353.3,-0.495041346,0.020891521
ENSG00000150551.10,1.687513925,1.00E-29
ENSG00000180155.18,-1.68493135,2.67E-30
ENSG00000254087.7,-0.416132099,2.83E-05
ENSG00000104903.4,-0.179874603,0.166098654
ENSG00000185674.9,0.58954684,3.60E-07
ENSG00000145220.13,0.099324173,0.189340431
ENSG00000154589.6,-0.307114356,0.001312388
ENSG00000112799.8,0.546592616,5.14E-08
ENSG00000248672.5,-1.812142516,1.22E-08
ENSG00000054219.10,-1.386137614,4.27E-26
ENSG00000160886.13,-1.322128645,4.30E-08
ENSG00000176956.12,2.103156072,7.82E-30
ENSG00000204424.9,-0.17581675,0.117854138
ENSG00000244355.7,-0.645312345,0.000289614
ENSG00000204428.12,-0.126785533,0.26198449
ENSG00000240053.8,-0.891889706,1.30E-18
ENSG00000160932.10,0.708717786,1.29E-06
ENSG00000167656.4,-2.542722633,1.14E-16
ENSG00000079257.7,-0.389526006,3.26E-06
ENSG00000267697.1,0.345348552,0.114772215
ENSG00000102021.10,0.436049268,1.31E-09
ENSG00000169641.13,-0.805368093,3.91E-37
ENSG00000153714.5,0.380092222,0.022981341
ENSG00000171357.5,-1.821221628,8.39E-70
ENSG00000139329.4,0.286729498,0.128322891
ENSG00000269955.2,-0.926710895,0.000793744
ENSG00000007392.16,0.348541661,5.31E-06
ENSG00000198862.13,-0.342123242,2.25E-05
ENSG00000062524.15,-0.725028037,1.51E-05
ENSG00000012223.12,-2.186017159,5.41E-15
ENSG00000213316.9,-0.726559392,5.21E-08
ENSG00000111321.10,0.372721601,3.24E-09
ENSG00000168056.14,-0.302031447,0.000477452
ENSG00000119681.11,-1.22423094,1.51E-32
ENSG00000227507.2,1.459544384,9.73E-10
ENSG00000111144.9,-0.253105748,5.79E-07
ENSG00000226979.8,1.220256029,1.08E-09
ENSG00000204482.10,0.352208141,0.001964833
ENSG00000160285.14,-0.231809047,0.001295766
ENSG00000105699.16,1.630424417,4.94E-55
ENSG00000179564.3,-1.384835916,1.24E-18
ENSG00000181016.9,-0.463172297,1.14E-06
ENSG00000128534.7,0.367140823,2.78E-11
ENSG00000130332.14,0.885532981,8.34E-24
ENSG00000164167.9,-0.301717401,3.78E-09
ENSG00000106355.9,0.403885406,2.79E-13
ENSG00000130520.10,1.317383635,2.66E-62
ENSG00000170860.3,0.369773864,8.93E-14
ENSG00000204392.10,0.501187692,2.32E-14
ENSG00000149657.19,0.844199655,1.77E-41
ENSG00000257103.8,0.110594504,0.040775738
ENSG00000161654.9,0.509353738,3.86E-25
ENSG00000181817.5,0.441040523,1.73E-12
ENSG00000175324.9,0.686026057,6.23E-13
ENSG00000041802.10,0.488933831,3.32E-22
ENSG00000185565.11,-0.829055649,6.30E-06
ENSG00000161036.10,1.127703343,3.96E-49
ENSG00000184154.12,0.403299233,1.41E-05
ENSG00000166159.10,2.936799412,1.78E-25
ENSG00000144771.7,0.268606275,0.007793645
ENSG00000148356.13,0.507222107,6.13E-15
ENSG00000176204.13,-2.367970879,6.20E-32
ENSG00000198739.10,-0.707662108,0.007191703
ENSG00000162951.10,-1.365427942,2.01E-10
ENSG00000125872.7,-0.613168892,0.006910162
ENSG00000173114.12,-2.900179816,1.97E-88
ENSG00000170382.11,1.052129027,9.42E-10
ENSG00000175928.5,-0.782805309,0.000326923
ENSG00000188906.13,-1.232019451,2.27E-23
ENSG00000154237.12,-0.571741228,3.38E-10
ENSG00000188306.6,0.674322261,0.000618253
ENSG00000162620.15,-0.510240337,9.40E-06
ENSG00000133640.18,-1.168012417,4.10E-07
ENSG00000093167.17,0.21818364,0.00135486
ENSG00000124831.18,0.135378843,0.067746864
ENSG00000240720.7,-0.209029475,0.293646759
ENSG00000133739.15,0.707029576,1.48E-12
ENSG00000131951.10,-0.735165681,0.000543729
ENSG00000171017.10,1.277373208,1.63E-37
ENSG00000171492.14,0.242001122,0.002692864
ENSG00000171488.14,-1.256970315,1.48E-47
ENSG00000136802.11,-0.186306374,0.000604126
ENSG00000178026.12,0.239410801,0.103304227
